CPU_Time(ms),Memory(KB),Energy(kWh),Carbon_Emission(gCO₂),Efficiency_Label,Functions,Loops,Variables,Control_Flows,Language_JavaScript,Language_Python
0.031111111111111117,0.9296875,0.031111111111112005,0.03111111111111113,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.12,0.6704799107142856,0.12000000000000002,0.11999999999999998,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.22333333333333333,0.5591517857142856,0.223333333333336,0.22333333333333333,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.4877777777777778,0.66796875,0.4877777777777799,0.4877777777777778,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.22555555555555556,0.1640625,0.225555555555556,0.22555555555555556,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.17555555555555558,0.2505580357142857,0.17555555555555602,0.17555555555555558,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.4544444444444445,0.38364955357142855,0.45444444444444404,0.4544444444444444,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.4544444444444445,0.058454241071428575,0.45444444444444404,0.4544444444444444,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.27444444444444444,0.6443917410714286,0.274444444444444,0.27444444444444455,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.3955555555555556,0.5545479910714286,0.39555555555555605,0.3955555555555556,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.34555555555555556,0.32073102678571425,0.345555555555556,0.34555555555555556,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.548888888888889,0.12569754464285715,0.5488888888888921,0.548888888888889,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.8277777777777777,0.0009765625,0.8277777777777799,0.8277777777777776,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.8722222222222222,0.37890624999999994,0.872222222222224,0.8722222222222221,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.4133333333333334,0.5824497767857142,0.41333333333333594,0.4133333333333334,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.9533333333333334,0.9158761160714286,0.9533333333333358,0.9533333333333334,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.9733333333333334,0.6911272321428572,0.9733333333333358,0.9733333333333332,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.22666666666666668,0.8155691964285714,0.22666666666666802,0.22666666666666663,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.9377777777777778,0.17703683035714285,0.9377777777777798,0.9377777777777776,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.3466666666666667,0.37220982142857145,0.34666666666666796,0.3466666666666667,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.3055555555555556,0.7864118303571428,0.305555555555556,0.3055555555555555,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.10111111111111112,0.9483816964285714,0.10111111111111201,0.10111111111111111,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.1622222222222222,0.6884765625,0.162222222222224,0.16222222222222227,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.6866666666666668,0.02999441964285715,0.6866666666666681,0.6866666666666666,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.5644444444444445,0.47698102678571425,0.5644444444444441,0.5644444444444443,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.6655555555555555,0.052873883928571425,0.6655555555555559,0.6655555555555555,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.7877777777777777,0.43540736607142855,0.7877777777777799,0.7877777777777778,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.9822222222222221,0.28306361607142855,0.9822222222222239,0.9822222222222223,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.6144444444444443,0.5834263392857142,0.6144444444444441,0.6144444444444445,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.35555555555555557,0.7691127232142856,0.355555555555556,0.3555555555555556,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.4166666666666667,0.5799386160714286,0.416666666666668,0.4166666666666667,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.30777777777777776,0.6928013392857142,0.30777777777778004,0.3077777777777778,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.41,0.189453125,0.41,0.41,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.9155555555555555,0.7215401785714286,0.9155555555555561,0.9155555555555557,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.72,0.44056919642857145,0.72,0.7199999999999999,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.9355555555555555,0.5234375,0.9355555555555559,0.9355555555555557,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.7755555555555556,0.8830915178571428,0.775555555555556,0.7755555555555556,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.3244444444444444,0.37179129464285715,0.32444444444444404,0.3244444444444444,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.3655555555555556,0.33370535714285715,0.365555555555556,0.3655555555555556,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.7333333333333334,0.7608816964285714,0.7333333333333361,0.7333333333333334,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.023333333333333345,0.6928013392857142,0.02333333333333601,0.02333333333333333,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.7544444444444445,0.14146205357142855,0.754444444444444,0.7544444444444444,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.05777777777777779,0.9701450892857142,0.05777777777778001,0.057777777777777775,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.9422222222222221,0.7995256696428572,0.9422222222222238,0.9422222222222221,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.7633333333333334,0.1517857142857143,0.7633333333333359,0.7633333333333334,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.7088888888888889,0.9224330357142858,0.708888888888892,0.708888888888889,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.37666666666666665,0.7839006696428572,0.376666666666668,0.37666666666666676,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.5933333333333333,0.2216796875,0.5933333333333362,0.5933333333333334,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.36,0.9567522321428572,0.36,0.36000000000000004,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.6977777777777778,0.9451729910714286,0.69777777777778,0.6977777777777777,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.03888888888888889,0.181640625,0.038888888888892,0.0388888888888889,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.2511111111111111,0.9306640625,0.251111111111112,0.25111111111111123,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.5844444444444445,0.06752232142857142,0.5844444444444441,0.5844444444444443,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.9955555555555555,0.38769531249999994,0.995555555555556,0.9955555555555555,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.47333333333333333,0.0380859375,0.473333333333336,0.47333333333333333,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.9444444444444444,0.7279575892857142,0.944444444444444,0.9444444444444444,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.7811111111111111,0.43805803571428564,0.781111111111112,0.7811111111111111,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.05555555555555555,0.9739118303571428,0.055555555555556,0.055555555555555566,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.8466666666666667,0.7615792410714286,0.846666666666668,0.8466666666666667,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.97,0.07547433035714285,0.97,0.97,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.18555555555555558,0.623046875,0.18555555555555603,0.18555555555555558,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.5133333333333334,0.26883370535714285,0.5133333333333361,0.5133333333333333,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.8544444444444443,0.042829241071428575,0.8544444444444439,0.8544444444444446,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.9744444444444444,0.5305524553571428,0.974444444444444,0.9744444444444444,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.1288888888888889,0.5784040178571428,0.128888888888892,0.1288888888888889,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.31444444444444447,0.6802455357142856,0.314444444444444,0.3144444444444446,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.2366666666666667,0.8620256696428572,0.23666666666666802,0.23666666666666664,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.13444444444444445,0.583984375,0.13444444444444398,0.13444444444444453,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.3333333333333333,0.9345703125,0.333333333333336,0.33333333333333337,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.25,0.11160714285714285,0.25000000000000006,0.25000000000000006,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.7,0.2349330357142857,0.7,0.7,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.004444444444444445,0.6356026785714286,0.004444444444444001,0.004444444444444431,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.033333333333333326,0.9404296875,0.03333333333333602,0.03333333333333334,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.528888888888889,0.6330915178571428,0.5288888888888921,0.528888888888889,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.9244444444444444,0.1163504464285714,0.924444444444444,0.9244444444444444,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.2644444444444444,0.2525111607142857,0.26444444444444404,0.26444444444444454,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.34555555555555556,0.7985491071428572,0.345555555555556,0.34555555555555556,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.8988888888888888,0.43108258928571425,0.898888888888892,0.8988888888888888,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.8400000000000001,0.6940569196428572,0.8400000000000001,0.8400000000000002,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.30777777777777776,0.26311383928571425,0.30777777777778004,0.3077777777777778,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.37777777777777777,0.1646205357142857,0.37777777777778004,0.3777777777777778,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.7544444444444445,0.5234375,0.754444444444444,0.7544444444444444,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.41111111111111115,0.40736607142857145,0.41111111111111204,0.41111111111111115,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.8677777777777778,0.20145089285714285,0.86777777777778,0.8677777777777776,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.6855555555555555,0.9370814732142858,0.6855555555555559,0.6855555555555556,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.9122222222222223,0.47656249999999994,0.912222222222224,0.912222222222222,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.5266666666666666,0.3155691964285714,0.526666666666668,0.5266666666666667,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.7444444444444445,0.2726004464285714,0.744444444444444,0.7444444444444445,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.3577777777777778,0.9235491071428572,0.35777777777778,0.3577777777777778,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.08666666666666667,0.23018973214285715,0.086666666666668,0.08666666666666666,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.99,0.8863002232142858,0.99,0.9900000000000002,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.97,0.7561383928571428,0.97,0.97,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.48333333333333334,0.6375558035714286,0.483333333333336,0.48333333333333334,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.3688888888888889,0.06654575892857142,0.368888888888892,0.3688888888888889,0,['merge_sort'],0,"['len', 'merge_sort', 'arr', 'L', 'R', 'mid']",1,0.0,1.0
0.8177777777777777,0.6275111607142856,0.8177777777777799,0.8177777777777777,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.47000000000000003,0.890625,0.47000000000000003,0.47000000000000014,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.02888888888888891,0.5171595982142856,0.028888888888892017,0.028888888888888867,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.5944444444444446,0.6293247767857142,0.5944444444444441,0.5944444444444444,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.8866666666666667,0.27469308035714285,0.886666666666668,0.8866666666666667,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.5055555555555555,0.37025669642857145,0.505555555555556,0.5055555555555555,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
0.6022222222222222,0.47935267857142855,0.602222222222224,0.6022222222222222,1,['nested_loop'],2,"['print', 'arr', 'i', 'j']",0,0.0,1.0
0.29888888888888887,0.787109375,0.29888888888889203,0.298888888888889,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.18888888888888888,0.8009207589285714,0.188888888888892,0.18888888888888894,0,['find_max'],1,"['max_val', 'arr', 'i']",1,0.0,1.0
0.00888888888888889,0.7133091517857142,0.008888888888892,0.008888888888888877,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.5544444444444445,0.8267299107142856,0.5544444444444441,0.5544444444444445,0,['sum_array'],0,"['arr', 'sum']",0,0.0,1.0
0.9588888888888889,0.25920758928571425,0.958888888888892,0.9588888888888889,1,['bubble_sort'],2,"['n', 'i', 'len', 'range', 'arr', 'j']",1,0.0,1.0
